END,81t5sp2gs61imfcocg8vysx8,1.3846505,103.765015,-10,215913.0,187.0
START,81t5sp2gs61imfcocg8vysx8,1.3825933,103.77532,210152864,220910.0,0
END,81t5sp2gs61imfcocg8vysx8,1.3827521,103.77529,-10,221041.0,91.0
START,81t5sp2gs61imfcocg8vysx8,1.4228982,103.84899,210169927,223043.0,0
END,81t5sp2gs61imfcocg8vysx8,1.4231036,103.84874,210176067,223533.0,290.0
START,8lasg40v0rcwrklo9aehqs7h,1.2897624,103.83195,-10,151540.0,0
END,8lasg40v0rcwrklo9aehqs7h,1.2896608,103.83228,210154934,162937.0,4437.0
START,916crgsphwkfd5pbysxm4ks2,1.3749418,103.94071,-10,005540.0,0
END,916crgsphwkfd5pbysxm4ks2,1.3749523,103.94097,210017348,005833.0,173.0
START,97h7kvmsfdijdgs4n3om79r2,1.313025,103.92669,210068972,101543.0,0
END,97h7kvmsfdijdgs4n3om79r2,1.313058,103.92641,-10,101749.0,126.0
START,97h7kvmsfdijdgs4n3om79r2,1.3157448,103.91554,210020182,102225.0,0
END,97h7kvmsfdijdgs4n3om79r2,1.3157003,103.91547,-10,102437.0,132.0
START,97h7kvmsfdijdgs4n3om79r2,1.3262187,103.91635,210019819,103427.0,0
END,97h7kvmsfdijdgs4n3om79r2,1.3266141,103.916435,210019823,104045.0,378.0
START,9n476isgmmzmqesoqeajqgq5,1.3096987,103.86619,-10,145226.0,0
END,9n476isgmmzmqesoqeajqgq5,1.3097963,103.86614,210002290,145719.0,293.0
START,9nfr4sbaom5iw2wdvha7qg2z,1.3361043,103.75558,210139942,123000.0,0
END,9nfr4sbaom5iw2wdvha7qg2z,1.3358927,103.753136,-10,123213.0,133.0
START,9nfr4sbaom5iw2wdvha7qg2z,1.3360014,103.75304,210139950,123218.0,0
END,9nfr4sbaom5iw2wdvha7qg2z,1.3372465,103.75285,-10,124328.0,670.0
START,9nfr4sbaom5iw2wdvha7qg2z,1.3688117,103.75289,210159299,130407.0,0
END,9nfr4sbaom5iw2wdvha7qg2z,1.3687601,103.75286,-10,130542.0,95.0
START,9nfr4sbaom5iw2wdvha7qg2z,1.3688376,103.75318,210159299,130958.0,0
END,9nfr4sbaom5iw2wdvha7qg2z,1.3687544,103.75304,-10,131225.0,147.0
START,9nfr4sbaom5iw2wdvha7qg2z,1.3686734,103.753204,210159299,131454.0,0
END,9nfr4sbaom5iw2wdvha7qg2z,1.368745,103.75299,210178918,131922.0,268.0
START,9zhadx5qeqq5bdph1b7sgkie,1.2932123,103.84394,210060112,090402.0,0
END,9zhadx5qeqq5bdph1b7sgkie,1.2931813,103.84392,-10,090539.0,97.0
START,a7gtq2wdgcsj7rc3y4caeusg,1.3835381,104.000336,-10,095717.0,0
END,a7gtq2wdgcsj7rc3y4caeusg,1.3659797,103.96634,-10,102327.0,1570.0
START,a7gtq2wdgcsj7rc3y4caeusg,1.3382332,103.89301,210107158,104910.0,0
END,a7gtq2wdgcsj7rc3y4caeusg,1.337964,103.89316,-10,105827.0,557.0
START,a7gtq2wdgcsj7rc3y4caeusg,1.3380276,103.89313,210107159,105850.0,0
END,a7gtq2wdgcsj7rc3y4caeusg,1.3378373,103.893326,210043954,110733.0,523.0
START,a7gtq2wdgcsj7rc3y4caeusg,1.3378348,103.8934,210043954,110736.0,0
END,a7gtq2wdgcsj7rc3y4caeusg,1.3378917,103.893196,-10,111110.0,214.0
START,a8amfjt0dqfs6ugl82gbkrxs,1.3155288,103.6786,210030799,233424.0,0
END,a8amfjt0dqfs6ugl82gbkrxs,1.305616,103.63097,-10,235545.0,1281.0
START,a8bhnbbf4581gdxws6napexq,1.2830893,103.83009,210096466,203002.0,0
END,a8bhnbbf4581gdxws6napexq,1.2830108,103.83011,-10,204300.0,778.0
START,a8bhnbbf4581gdxws6napexq,1.282833,103.8299,210096467,204337.0,0
END,a8bhnbbf4581gdxws6napexq,1.282842,103.8298,-10,204833.0,296.0
START,a8bhnbbf4581gdxws6napexq,1.2827648,103.82957,210048255,204904.0,0
END,a8bhnbbf4581gdxws6napexq,1.2830691,103.82997,-10,205340.0,276.0
START,adz19ibspb2qb3ng0yon28pw,1.3196995,103.84346,210012623,190310.0,0
END,adz19ibspb2qb3ng0yon28pw,1.319314,103.84365,-10,190609.0,179.0
START,ah7z2rnqgdrrsixedguz82te,1.3487207,103.76073,210122732,192209.0,0
END,ah7z2rnqgdrrsixedguz82te,1.3486122,103.760155,210064366,192518.0,189.0
START,ajuf3xeg6schmkziyp2qccg9,1.3278837,103.86934,210018040,083250.0,0
END,ajuf3xeg6schmkziyp2qccg9,1.3278344,103.869316,-10,083424.0,94.0
START,arrxsuwzgsojc68jpqduz8h3,1.3792354,103.88109,210011864,161029.0,0
END,arrxsuwzgsojc68jpqduz8h3,1.391271,103.90124,-10,162756.0,1047.0
START,arrxsuwzgsojc68jpqduz8h3,1.3904766,103.90195,-10,163118.0,0
END,arrxsuwzgsojc68jpqduz8h3,1.3907747,103.90202,210099970,163407.0,169.0
START,arrxsuwzgsojc68jpqduz8h3,1.3932784,103.909195,210170574,164123.0,0
END,arrxsuwzgsojc68jpqduz8h3,1.3934419,103.9094,-10,164702.0,339.0
START,arrxsuwzgsojc68jpqduz8h3,1.4530945,103.82094,210081743,204828.0,0
END,arrxsuwzgsojc68jpqduz8h3,1.453031,103.82103,-10,205224.0,236.0
START,at2zws60qgfeieso31ui25ou,1.3915805,103.88639,210041179,235513.0,0
END,at2zws60qgfeieso31ui25ou,1.3915273,103.88625,-10,235718.0,125.0
START,b25851gn6sc7b67ewpuxh715,1.321897,103.85447,-10,170222.0,0
END,b25851gn6sc7b67ewpuxh715,1.3218923,103.854385,210016038,171459.0,757.0
START,b5xs0dhzd87lrjgn0xaok05m,1.369028,103.84937,210060648,163856.0,0
END,b5xs0dhzd87lrjgn0xaok05m,1.3690586,103.849495,-10,164057.0,121.0
START,b9gax7s7elk3unpsivmt773h,1.3052173,103.797775,210141366,122418.0,0
END,b9gax7s7elk3unpsivmt773h,1.3059586,103.797775,-10,122645.0,147.0
START,bbl4e7q5kboigaq82s7nlcvt,1.3139184,103.936676,-10,060343.0,0
END,bbl4e7q5kboigaq82s7nlcvt,1.313796,103.93674,210145642,060833.0,290.0
START,bdwsv1scy0vlbnigpg2ba8i1,1.3924645,103.895584,210125684,012218.0,0
END,bdwsv1scy0vlbnigpg2ba8i1,1.3925626,103.895454,-10,012620.0,242.0
START,bdwsv1scy0vlbnigpg2ba8i1,1.3931259,103.89379,210125688,012645.0,0
END,bdwsv1scy0vlbnigpg2ba8i1,1.393166,103.893776,-10,012822.0,97.0
START,bdwsv1scy0vlbnigpg2ba8i1,1.4434267,103.8364,-10,015013.0,0
END,bdwsv1scy0vlbnigpg2ba8i1,1.4434143,103.836044,210050108,015619.0,366.0
START,bgp2svozfttgwvsxhhtfd7zk,1.42989,103.79279,-10,211426.0,0
END,bgp2svozfttgwvsxhhtfd7zk,1.4299034,103.79332,210143482,211712.0,166.0
START,bhmua2ies5mxgk0kgaf5l1sf,1.43027,103.79288,210143482,205255.0,0
END,bhmua2ies5mxgk0kgaf5l1sf,1.4300066,103.793015,-10,205809.0,314.0
START,bhmua2ies5mxgk0kgaf5l1sf,1.4298184,103.79281,210143482,205828.0,0
END,bhmua2ies5mxgk0kgaf5l1sf,1.429525,103.79296,210143475,210622.0,474.0
START,bnqiga1wxy3sfna4d4ag62wk,-6.910815,107.613304,,121105.0,0
END,bnqiga1wxy3sfna4d4ag62wk,-6.9179015,107.61324,,121312.0,127.0
START,bzacpgwm1pp82v8yhr1dbase,1.5005519,103.816574,-10,073228.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4479176,103.77005,210152904,080503.0,1955.0
START,bzacpgwm1pp82v8yhr1dbase,1.4478751,103.77004,210152904,080505.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.44733,103.76982,-10,080650.0,105.0
START,bzacpgwm1pp82v8yhr1dbase,1.4460233,103.769394,210166440,081014.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.445787,103.76943,-10,081428.0,254.0
START,bzacpgwm1pp82v8yhr1dbase,1.4433093,103.77051,210161550,081855.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4432465,103.77058,-10,082030.0,95.0
START,bzacpgwm1pp82v8yhr1dbase,1.4423999,103.77097,210166862,082145.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4421358,103.77102,-10,082402.0,137.0
START,bzacpgwm1pp82v8yhr1dbase,1.4536854,103.83274,210116350,114033.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4538189,103.83276,-10,114218.0,105.0
START,bzacpgwm1pp82v8yhr1dbase,1.4379874,103.84481,-10,115134.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4383727,103.84484,210166698,120211.0,637.0
START,bzacpgwm1pp82v8yhr1dbase,1.4016424,103.89367,-10,163056.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.4014478,103.89333,210180835,163403.0,187.0
START,bzacpgwm1pp82v8yhr1dbase,1.323025,103.94,210070639,173147.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.3229985,103.940155,-10,181754.0,2767.0
START,bzacpgwm1pp82v8yhr1dbase,1.4017041,103.893654,210180834,203653.0,0
END,bzacpgwm1pp82v8yhr1dbase,1.401719,103.89369,-10,203915.0,142.0
START,c0slm95hjy7zrl22q7ltgsw1,1.4343246,103.795815,210079386,231049.0,0
END,c0slm95hjy7zrl22q7ltgsw1,1.4347501,103.79618,-10,232113.0,624.0
START,c0slm95hjy7zrl22q7ltgsw1,1.4347268,103.79673,210079387,232322.0,0
END,c0slm95hjy7zrl22q7ltgsw1,1.4353209,103.796906,210079414,233348.0,626.0
START,c0spu0duk76k31pk1faxe8kg,1.332824,103.74043,210053782,173106.0,0
END,c0spu0duk76k31pk1faxe8kg,1.3327057,103.740715,-10,182157.0,3051.0
START,c0spu0duk76k31pk1faxe8kg,1.3327458,103.74068,210053782,182200.0,0
END,c0spu0duk76k31pk1faxe8kg,1.3328365,103.74077,-10,182443.0,163.0
START,c4gydxvrzszrpwgqw8uqj5rr,1.3856168,103.895615,210162808,112212.0,0
END,c4gydxvrzszrpwgqw8uqj5rr,1.3856604,103.895645,-10,112347.0,95.0
START,c4gydxvrzszrpwgqw8uqj5rr,1.385612,103.972115,210023967,114310.0,0
END,c4gydxvrzszrpwgqw8uqj5rr,1.3854074,103.97172,-10,114528.0,138.0
START,c4gydxvrzszrpwgqw8uqj5rr,1.3853668,103.97178,210023967,114530.0,0
END,c4gydxvrzszrpwgqw8uqj5rr,1.3851485,103.972,210024015,114821.0,171.0
START,caibdjpcf8flaj11rjgrssfk,1.3666841,103.95581,210074726,072025.0,0
END,caibdjpcf8flaj11rjgrssfk,1.3666172,103.95557,210074727,072317.0,172.0
START,caibdjpcf8flaj11rjgrssfk,1.303585,103.777664,210180578,091545.0,0
END,caibdjpcf8flaj11rjgrssfk,1.3053544,103.780846,-10,092343.0,478.0
START,cocssf74p49njjl9dag102s2,1.3722034,103.84494,210142386,144433.0,0
END,cocssf74p49njjl9dag102s2,1.3721683,103.84498,-10,144637.0,124.0
START,d2j0tr8gsvfj8fcdeg2ir800,-6.90689,107.61286,210017524,102904.0,0
END,d2j0tr8gsvfj8fcdeg2ir800,-6.906833,107.61304,-10,164003.0,22259.0
START,d8mo985qygtgh62ijtybvn8s,1.347967,103.75809,210091223,200312.0,0
END,d8mo985qygtgh62ijtybvn8s,1.3481586,103.75839,210091062,200450.0,98.0
START,de3tfgp6sndpofvjx60jjb30,1.3252045,103.90996,-10,105933.0,0
END,de3tfgp6sndpofvjx60jjb30,1.3251262,103.9101,210070238,110313.0,220.0
START,dfm00stxlvh3hnhykcagsv23,1.3532726,103.987114,210003172,000307.0,0
END,dfm00stxlvh3hnhykcagsv23,1.3136775,103.91762,-10,020733.0,7466.0
START,dho37vk2gb90wyuwosr4x2hg,1.4102134,103.8295,210171036,173953.0,0
END,dho37vk2gb90wyuwosr4x2hg,1.4102104,103.82947,-10,174138.0,105.0
START,dossjuurpg6oes6tyyz4m61o,1.3367648,103.925644,-10,175939.0,0
END,dossjuurpg6oes6tyyz4m61o,1.3367417,103.92565,210092935,180433.0,294.0
START,dossjuurpg6oes6tyyz4m61o,1.365524,103.89108,210058468,183037.0,0
END,dossjuurpg6oes6tyyz4m61o,1.3656478,103.89098,-10,183237.0,120.0
START,dsbindvgbrazdkro22udwqso,1.4380234,103.78528,210026644,221954.0,0
END,dsbindvgbrazdkro22udwqso,1.2926733,103.84312,-10,231017.0,3023.0
START,e9ateiu4wgn23wpf2n8qs531,1.3896017,103.91061,210167626,050351.0,0
END,e9ateiu4wgn23wpf2n8qs531,1.3002393,103.84028,-10,155538.0,39107.0
START,ee5bg3wqlhgb7duwd4sgu933,1.3368031,103.92584,-10,140935.0,0
END,ee5bg3wqlhgb7duwd4sgu933,1.3367939,103.92584,210028746,141434.0,299.0
START,eg8ebvco0s61f3fzvlrnxfy0,1.3724754,103.89303,210088914,115120.0,0
END,eg8ebvco0s61f3fzvlrnxfy0,1.3721504,103.89377,-10,115340.0,140.0
START,ehq50ogydzo0fji4evsm4eqa,1.3368223,103.92605,-10,135627.0,0
END,ehq50ogydzo0fji4evsm4eqa,1.3368007,103.92588,210066338,140046.0,259.0
START,esdj1w5h4kggdqg1yu0z7ph1,1.3719517,103.947205,210129136,150727.0,0
END,esdj1w5h4kggdqg1yu0z7ph1,1.3719716,103.94721,-10,150920.0,113.0
START,eungb03sl9wgpvndvpikn238,1.3500483,103.92626,210121020,140705.0,0
END,eungb03sl9wgpvndvpikn238,1.3500572,103.9263,-10,140844.0,99.0
START,eungb03sl9wgpvndvpikn238,1.3495189,103.9273,210121016,140918.0,0
END,eungb03sl9wgpvndvpikn238,1.3493557,103.92701,210169626,141054.0,96.0
START,f9ygd8nchuavrrmsef81f8gs,1.4567794,103.817085,210125856,151429.0,0
END,f9ygd8nchuavrrmsef81f8gs,1.4568007,103.81708,-10,151854.0,265.0
START,f9ygd8nchuavrrmsef81f8gs,1.3342065,103.848526,210011684,155049.0,0
END,f9ygd8nchuavrrmsef81f8gs,1.3341815,103.84835,-10,155227.0,98.0
START,f9ygd8nchuavrrmsef81f8gs,1.3360171,103.84546,210098695,172156.0,0
END,f9ygd8nchuavrrmsef81f8gs,1.3361187,103.84553,-10,172618.0,262.0
START,f9ygd8nchuavrrmsef81f8gs,1.3336256,103.847534,210068136,173322.0,0
END,f9ygd8nchuavrrmsef81f8gs,1.3341584,103.84746,-10,173457.0,95.0
START,f9ygd8nchuavrrmsef81f8gs,1.350058,103.739586,210010943,181014.0,0
END,f9ygd8nchuavrrmsef81f8gs,1.3533235,103.7388,210166943,181248.0,154.0
START,ffvbii3o7vdxrng3s6fmcivs,1.3492191,103.75836,210010955,194700.0,0
END,ffvbii3o7vdxrng3s6fmcivs,1.3493018,103.75813,-10,194841.0,101.0
START,ffvbii3o7vdxrng3s6fmcivs,1.3150032,103.83571,210176522,204729.0,0
END,ffvbii3o7vdxrng3s6fmcivs,1.3152012,103.835464,-10,205311.0,342.0
START,ffvbii3o7vdxrng3s6fmcivs,1.3149638,103.83564,210176522,205316.0,0
END,ffvbii3o7vdxrng3s6fmcivs,1.3153903,103.83598,-10,205502.0,106.0
START,fg0e970sd1e3v8j17fy4qig5,1.3493974,103.95098,210024535,174632.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.3494349,103.950966,-10,174826.0,114.0
START,fg0e970sd1e3v8j17fy4qig5,1.3519242,103.985,210135900,175722.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.3519558,103.98523,-10,181224.0,902.0
START,fg0e970sd1e3v8j17fy4qig5,1.2733618,103.84171,210108248,190855.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.2730951,103.8416,-10,191253.0,238.0
START,fg0e970sd1e3v8j17fy4qig5,1.3062682,103.8319,210050422,211511.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.3062265,103.8324,210055364,211734.0,143.0
START,fg0e970sd1e3v8j17fy4qig5,1.4237096,103.83821,210128555,215403.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.4237452,103.8383,210170230,215641.0,158.0
START,fg0e970sd1e3v8j17fy4qig5,1.4014877,103.91583,210177518,222248.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.4016855,103.915886,210177519,222951.0,423.0
START,fg0e970sd1e3v8j17fy4qig5,1.3342272,103.85346,210139348,230029.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.3357307,103.853386,-10,232615.0,1546.0
START,fg0e970sd1e3v8j17fy4qig5,1.3337356,103.84601,210077538,233053.0,0
END,fg0e970sd1e3v8j17fy4qig5,1.3336153,103.846306,-10,233243.0,110.0
START,fi8gqhnbixfegnsafd95askm,1.3083042,103.91376,210020238,141845.0,0
END,fi8gqhnbixfegnsafd95askm,1.3088627,103.913605,-10,142538.0,413.0
START,fjxsgtygs07mv2necg6donsx,1.3314811,103.912575,-10,174900.0,0
END,fjxsgtygs07mv2necg6donsx,1.3315657,103.91244,210016420,175359.0,299.0
START,flqgm0r4710gcz2kjcrujs1e,1.3463783,103.756294,-10,222845.0,0
END,flqgm0r4710gcz2kjcrujs1e,1.3465515,103.75615,210154810,223404.0,319.0
START,fxj1v3yunx4vzhyjaibrswg0,1.3887863,103.85913,210155814,103833.0,0
END,fxj1v3yunx4vzhyjaibrswg0,1.3888619,103.85902,-10,104023.0,110.0
START,fxj1v3yunx4vzhyjaibrswg0,1.3886582,103.8589,210155811,104034.0,0
END,fxj1v3yunx4vzhyjaibrswg0,1.3887353,103.858826,-10,115912.0,4718.0
START,fxj1v3yunx4vzhyjaibrswg0,1.3852262,103.840485,210140754,121049.0,0
END,fxj1v3yunx4vzhyjaibrswg0,1.3852847,103.84037,210140755,122823.0,1054.0
START,g1q69kmls8nq3h3qtogom73j,1.4052277,103.9131,210169155,095029.0,0
