3:35:31.715870,N,98:40:7.681274,E,-21.299999, 172504.0,141217,0.000000,0,-10
3:35:31.685829,N,98:40:7.736206,E,-19.100000, 172506.0,141217,0.000000,0,-10
3:35:31.667805,N,98:40:7.736206,E,-17.799999, 172508.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.901001,E,-15.000000, 172509.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172511.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172513.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172514.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172516.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172518.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172520.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172522.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172523.0,141217,0.000000,0,-10
3:35:31.673813,N,98:40:7.928467,E,-13.900000, 172526.0,141217,0.000000,0,-10
3:35:31.517601,N,98:40:7.626343,E,2.600000, 172528.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172531.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172535.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172536.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172540.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172542.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172543.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172544.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172546.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172548.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172549.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172551.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172553.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172555.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172556.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172557.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172601.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172604.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172606.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172607.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172609.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172610.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172615.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172617.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172621.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172623.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172624.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172626.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172628.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172630.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172631.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172633.0,141217,0.000000,0,-10
3:35:31.482410,N,98:40:7.626343,E,2.600000, 172634.0,141217,0.000000,0,-10
3:35:31.446362,N,98:40:7.516479,E,15.800000, 172636.0,141217,0.000000,0,-10
3:35:31.446362,N,98:40:7.543945,E,16.000000, 172637.0,141217,0.000000,0,-10
3:35:31.458378,N,98:40:7.571411,E,16.200001, 172639.0,141217,0.000000,0,-10
3:35:31.464386,N,98:40:7.626343,E,16.299999, 172641.0,141217,0.000000,0,-10
3:35:31.464386,N,98:40:7.626343,E,16.299999, 172643.0,141217,0.000000,0,-10
3:35:31.464386,N,98:40:7.626343,E,16.299999, 172645.0,141217,0.000000,0,-10
