22:34:19.833527,N,88:25:54.290771,E,638.000000, 160726.0,141217,0.000000,0,-10
22:34:19.826660,N,88:25:54.290771,E,631.000000, 160727.0,141217,0.000000,0,210078827
22:34:19.826660,N,88:25:54.290771,E,621.000000, 160728.0,141217,0.000000,0,210078827
22:34:19.819794,N,88:25:54.016113,E,612.000000, 160729.0,141217,0.000000,4,-10
22:34:19.812927,N,88:25:54.016113,E,591.000000, 160731.0,141217,0.000000,0,210078827
22:34:19.812927,N,88:25:54.043579,E,580.000000, 160732.0,141217,0.000000,0,210078827
22:34:19.812927,N,88:25:54.043579,E,567.000000, 160733.0,141217,0.000000,0,210078827
22:34:19.812927,N,88:25:54.016113,E,560.000000, 160734.0,141217,0.000000,0,210078827
22:34:19.806061,N,88:25:54.043579,E,572.000000, 160735.0,141217,0.000000,0,210078827
22:34:19.812927,N,88:25:54.016113,E,587.000000, 160737.0,141217,0.000000,0,210078827
22:34:19.806061,N,88:25:54.016113,E,596.000000, 160739.0,141217,0.000000,0,210078827
22:34:19.806061,N,88:25:54.016113,E,553.000000, 160741.0,141217,0.000000,0,210078827
22:34:19.799194,N,88:25:54.043579,E,537.000000, 160742.0,141217,0.000000,0,210078827
22:34:19.792328,N,88:25:54.043579,E,508.000000, 160744.0,141217,0.000000,0,210078827
22:34:19.792328,N,88:25:54.043579,E,489.000000, 160745.0,141217,0.000000,0,210078827
22:34:19.785461,N,88:25:54.043579,E,445.000000, 160747.0,141217,0.000000,0,210078827
22:34:19.778595,N,88:25:54.043579,E,405.000000, 160749.0,141217,0.000000,0,210078827
22:34:19.771729,N,88:25:54.043579,E,439.000000, 160750.0,141217,0.000000,0,210078827
22:34:19.771729,N,88:25:54.043579,E,466.000000, 160751.0,141217,0.000000,0,210078827
22:34:19.764862,N,88:25:54.043579,E,486.000000, 160752.0,141217,0.000000,0,210078827
22:34:19.826660,N,88:25:54.016113,E,467.000000, 160753.0,141217,0.000000,0,-10
22:34:19.826660,N,88:25:53.988647,E,450.000000, 160754.0,141217,0.000000,0,210078827
22:34:19.819794,N,88:25:53.988647,E,409.000000, 160755.0,141217,0.000000,0,210078827
22:34:19.812927,N,88:25:53.988647,E,373.000000, 160756.0,141217,0.000000,0,210078827
