1:18:10.732098,N,103:53:3.261108,E,-2.881218, 201505.0,141217,0.000000,40,-10
1:18:1.334066,N,103:53:2.849121,E,25.432550, 201559.0,141217,0.000000,39,-10
1:18:2.130146,N,103:53:1.173706,E,-112.120110, 201600.0,141217,0.000000,59,-10
1:18:2.485485,N,103:53:1.283569,E,-92.373436, 201601.0,141217,0.000000,47,-10
1:18:3.072138,N,103:53:1.695557,E,-59.234764, 201602.0,141217,0.000000,44,-10
1:18:3.710718,N,103:53:1.997681,E,-38.816769, 201603.0,141217,0.000000,42,-10
1:18:4.622669,N,103:53:1.915283,E,-22.963549, 201604.0,141217,0.000000,45,-10
1:18:4.231281,N,103:53:1.942749,E,-18.457060, 201605.0,141217,0.000000,38,-10
1:18:4.737682,N,103:53:2.492065,E,23.325216, 201606.0,141217,0.000000,40,-10
1:18:5.283136,N,103:53:2.849121,E,53.586342, 201607.0,141217,0.000000,39,-10
1:18:5.231209,N,103:53:2.821655,E,47.206238, 201608.0,141217,0.000000,0,-10
1:18:5.051394,N,103:53:2.794189,E,43.112549, 201609.0,141217,0.000000,5,-10
1:18:5.077143,N,103:53:2.821655,E,41.416374, 201610.0,141217,0.000000,0,-10
1:18:5.203743,N,103:53:2.821655,E,41.389500, 201611.0,141217,0.000000,4,-10
1:18:5.159111,N,103:53:2.821655,E,40.211735, 201612.0,141217,0.000000,0,-10
1:18:5.203314,N,103:53:2.904053,E,43.740517, 201613.0,141217,0.000000,3,-10
1:18:5.129929,N,103:53:2.794189,E,36.553055, 201614.0,141217,0.000000,5,-10
1:18:5.047960,N,103:53:2.766724,E,31.640726, 201615.0,141217,0.000000,5,-10
1:18:4.679317,N,103:53:2.684326,E,15.690431, 201616.0,141217,0.000000,10,-10
1:18:4.705496,N,103:53:2.711792,E,12.799721, 201617.0,141217,0.000000,0,-10
1:18:4.800768,N,103:53:2.766724,E,7.974295, 201618.0,141217,0.000000,0,-10
1:18:4.791327,N,103:53:2.821655,E,5.309579, 201619.0,141217,0.000000,0,-10
1:18:4.673309,N,103:53:2.849121,E,5.805780, 201620.0,141217,0.000000,3,-10
1:18:4.660006,N,103:53:2.821655,E,5.685183, 201621.0,141217,0.000000,0,-10
1:18:4.699059,N,103:53:2.849121,E,7.784325, 201622.0,141217,0.000000,0,-10
1:18:4.425688,N,103:53:2.739258,E,-10.335790, 201623.0,141217,0.000000,7,-10
1:18:4.466457,N,103:53:2.739258,E,-17.278929, 201626.0,141217,0.000000,0,-10
1:18:4.731674,N,103:53:2.739258,E,-23.614010, 201627.0,141217,0.000000,4,-10
1:18:4.753990,N,103:53:2.739258,E,-26.947924, 201628.0,141217,0.000000,0,-10
1:18:4.681463,N,103:53:2.821655,E,-37.209496, 201629.0,141217,0.000000,0,-10
1:18:4.652281,N,103:53:2.821655,E,-48.370869, 201630.0,141217,0.000000,0,-10
1:18:4.737682,N,103:53:2.739258,E,-49.298626, 201631.0,141217,0.000000,0,-10
1:18:0.188656,N,103:53:1.777954,E,-12.579219, 201830.0,141217,0.000000,3,-10
1:18:0.885601,N,103:53:1.997681,E,-50.559090, 201833.0,141217,0.000000,7,-10
1:18:3.370829,N,103:53:2.327271,E,-0.298864, 201840.0,141217,0.000000,10,-10
1:18:3.238649,N,103:53:2.684326,E,15.093909, 201841.0,141217,0.000000,12,-10
1:18:4.059191,N,103:53:2.876587,E,22.411308, 201842.0,141217,0.000000,24,-10
1:18:4.177637,N,103:53:2.958984,E,40.667152, 201844.0,141217,0.000000,19,-10
1:18:6.914778,N,103:53:3.508301,E,239.703262, 201925.0,141217,0.000000,13,-10
1:18:2.311249,N,103:53:3.618164,E,219.395584, 201926.0,141217,0.000000,87,-10
1:18:2.018566,N,103:53:3.370972,E,200.128250, 201927.0,141217,0.000000,68,-10
1:18:2.602644,N,103:53:3.261108,E,169.264084, 201928.0,141217,0.000000,58,-10
1:18:3.505154,N,103:53:3.178711,E,138.929214, 201929.0,141217,0.000000,56,210093007
1:18:3.662224,N,103:53:3.233643,E,119.378830, 201930.0,141217,0.000000,43,210093007
1:18:3.636904,N,103:53:3.178711,E,101.743782, 201931.0,141217,0.000000,32,210020938
1:18:3.943319,N,103:53:3.123779,E,79.540695, 201932.0,141217,0.000000,27,210020938
1:18:3.881092,N,103:53:3.013916,E,62.111698, 201933.0,141217,0.000000,22,210020938
1:18:4.264755,N,103:53:2.904053,E,50.965889, 201934.0,141217,0.000000,23,210020938
1:18:4.339428,N,103:53:2.849121,E,45.393066, 201935.0,141217,0.000000,18,210020938
1:18:4.843683,N,103:53:2.821655,E,45.099072, 201936.0,141217,0.000000,19,210020938
1:18:5.150957,N,103:53:2.876587,E,45.432972, 201937.0,141217,0.000000,18,210020938
1:18:5.078001,N,103:53:2.849121,E,40.673897, 201938.0,141217,0.000000,14,210020938
1:18:4.985733,N,103:53:2.876587,E,37.237122, 201939.0,141217,0.000000,11,210020938
1:18:3.989239,N,103:53:2.904053,E,-30.763071, 204531.0,141217,0.000000,0,210020938
1:18:5.380983,N,103:53:3.288574,E,-16.071733, 204532.0,141217,0.000000,27,-10
1:18:6.744404,N,103:53:3.508301,E,-0.881339, 204533.0,141217,0.000000,41,-10
1:18:6.765003,N,103:53:3.233643,E,0.078011, 204534.0,141217,0.000000,32,210020938
1:18:6.693335,N,103:53:3.068848,E,0.497956, 204535.0,141217,0.000000,25,210020938
1:18:6.626387,N,103:53:3.096313,E,-0.211699, 204536.0,141217,0.000000,19,210020938
1:18:6.583471,N,103:53:3.068848,E,-1.859725, 204537.0,141217,0.000000,14,210020938
1:18:6.428547,N,103:53:2.656860,E,1.520382, 204540.0,141217,0.000000,12,210020938
1:18:6.428547,N,103:53:2.656860,E,8.074140, 204541.0,141217,0.000000,0,210020938
1:18:6.218262,N,103:53:2.327271,E,3.818400, 204542.0,141217,0.000000,6,-10
1:18:6.218262,N,103:53:2.327271,E,3.556383, 204543.0,141217,0.000000,0,210020938
1:18:6.218262,N,103:53:2.327271,E,5.523714, 204544.0,141217,0.000000,0,210020938
1:18:5.887384,N,103:53:2.354736,E,7.388815, 204545.0,141217,0.000000,5,-10
